review_id,text,category,rating,sentiment,sarcasm,version,source,language
58d6907f-587b-469c-a46b-8aa82b654cc3,"มาลองอาหารใต้ร้านนี้ตอนมื้อเที่ยง. ความเร็วปกติ / ไม่คุ้ม แต่ เสียงดัง / หาที่จอดยาก / พูดจาดี. คนรอคิว, ราคาแพง, ความเร็วช้า, จอดริมทางได้. โดยรวมก็โอเค มั้ง",อาหารใต้,3,Neutral,FALSE,noisy,synthetic_wongnai_like_hard,th
7ff90773-a0c2-495d-94ff-2b8c2a15008a,"wow เก่งจัง สั่งซูชิแบบมื้อเช้าจากร้านเครื่องดื่ม. หน้าเครียดๆ / ไม่ได้แย่ / มาตรฐาน / มีโปร. คนม่ายค่อยมีคน, ราคาค่อนข้างแพง, ความเร็วช้า, ที่จอดน้อย. แนะนำเรย 💖",เครื่องดื่ม,4,Positive,TRUE,noisy,synthetic_wongnai_like_hard,th
9718ae22-d97c-4920-a8e5-46b93651cef2,แวะมากินข้าวมันไก่ที่ร้านเบเกอรี่. ดีเลย์ / ตามมาตรฐาน แต่อย่างนึง ห้องน้ำควรปรับปรุง / เหมือนทำรีบๆ. หวังว่าจะปรับปรุงนะ มั้ง 💖,เบเกอรี่,1,Negative,FALSE,noisy,synthetic_wongnai_like_hard,th
1439e111-5e8d-4a5d-a829-64ac00389ad2,สั่งเค้กแบบมื้อเช้าจากร้านคาเฟ่. เค็มไป / โอเค้ ทว่า โอเค้ / เรียกยาก / ราคาเฉยๆ. ถ้าผ่านแถวนี้ค่อยแวะ ฟีลดี 🙂!!,คาเฟ่,3,Neutral,FALSE,noisy,synthetic_wongnai_like_hard,th
42de49ce-38a0-4da1-badd-9023a2ddd5e3,สั่งส้มตำแบบนั่งชิลจากร้านอาหารจีน. พนักงานน่ารัก / ไม่ค่อยสะอาด / บรรยากาศดี. โดยรวมชอบนะ ไว้มาอีก ประมาณนั้น 🥲,อาหารจีน,4,Positive,FALSE,noisy,synthetic_wongnai_like_hard,th
eea3386e-1145-4920-bfa0-66e8426e6e30,ไม่ได้แย่เลยนะ (แต่...) มาลองอาหารญี่ปุ่นร้านนี้ตอนเดลิเวอรี่. โอเค / ไม่ได้พิเศษ / หอมดี / มีโปร / พนักงานโอเค. แนะนำเลย มั้ง,อาหารญี่ปุ่น,4,Positive,FALSE,noisy,synthetic_wongnai_like_hard,th
54b47fdc-60f0-47b9-85f8-564fc91615e2,สั่งปิ้งย่างแบบมื้อเที่ยงจากร้านอาหารจีน. รสชาติกลางๆ / ราคากลางๆ / รถติดแถวร้าน. ถ้าผ่านแถวนี้ค่อยแวะ ฟีลดี 🤔555,อาหารจีน,3,Neutral,FALSE,noisy,synthetic_wongnai_like_hard,th
18ea4a37-d984-4f98-9bc1-a1ed782db49c,แวะม้ากินหมูกรอบที่ร้านก๋วยเตี๋ยว. ไม่ได้ว้าว / แสงดีถ่ายรูปได้ / โต๊ะสะอาด. โดยรวมชอบนะ ไว้มาอีก!!,ก๋วยเตี๋ยว,4,Positive,FALSE,noisy,synthetic_wongnai_like_hard,th
a1fd5ae5-b3e1-4dad-b93e-36212f91ba5b,"สุดยอดเรยค่ะ แวะมากินติ่มซำที่ร้านเครื่องดื่ม. พอกินได้ / แนะนำเมนูดี แต่ก็ โอเค. คนไม่ค่อยมีคน, ราคาถูก, ความเร็วปกติ, มีที่จอด. โดยรวมชอบนะ ไว้มาอีก",เครื่องดื่ม,5,Positive,TRUE,noisy,synthetic_wongnai_like_hard,th
91b1bcc1-f262-40d4-a01b-8466773e3841,"สุดยอดเลยค่ะ ไม่ได้แย่เลยนะ (แต่...) แวะม้ากินชาบูที่ร้านสเต๊ก. อาหย่อยกำลังดี / พนักงานม่ายค่อยสนใจ ทว่า หาที่จอดยาก / ดีเลย์. คนม่ายค่อยมีคน, ราคาแพง, ความเร็วช้า, ที่จอดน้อย. ไม่น่าซ้ำ",สเต๊ก,1,Negative,TRUE,noisy,synthetic_wongnai_like_hard,th
c2025235-458f-40ec-8018-4f75d3f51743,"ไม่ถึงกับว้าว แวะม้ากินชาบูที่ร้านอาหารตามสั่ง. แสงดีถ่ายรูปได้ / แนะนำเมนูดี ทว่า วัตถุดิบโอเค้. คนคนเยอะ, ราคากลางๆ, ความเร็วช้า, จอดริมทางได้. แนะนำเลย งงมาก wow 👍",อาหารตามสั่ง,5,Positive,FALSE,noisy,synthetic_wongnai_like_hard,th
9c3fcaf2-0255-4f3a-ad9b-0a810243fda9,ประทับใจมากกก (ประชด) สั่งติ่มซำแบบมื้อเย็นจากร้านเครื่องดื่ม. ดูแลดี / ไม่ได้พิเศษ / รอไม่นาน. โดยรวมชอบนะ ไว้มาอีก 😊,เครื่องดื่ม,4,Positive,TRUE,noisy,synthetic_wongnai_like_hard,th
a22f360b-9f5e-4b27-8729-2ed896ea0ba4,"ไม่ได้แย่เรยนะ (แต่...) สั่งเค้กแบบเดลิเวอรี่จากร้านก๋วยเตี๋ยว. แนะนำเมนูดี / รอนานมาก แต่อย่างนึง กลมกล่อม / ห้องน้ำโอเค. คนรอคิว, ราคากลางๆ, ความเร็วเร็ว, หาที่จอดยาก. ถ้าผ่านแถวนี้ค่อยแวะ wow555",ก๋วยเตี๋ยว,3,Neutral,FALSE,noisy,synthetic_wongnai_like_hard,th
7186c31c-f6ff-4648-b211-6996695c7115,สั่งก๋วยเตี๋ยวเรือแบบมื้อเที่ยงจากร้านอาหารอีสาน. แพงเกิน / เรียกยาก แต่อย่างนึง ม่ายค่อยสะอาด / กลิ่นแรงไป. ไม่น่าซ้ำ ซ้ำได้,อาหารอีสาน,2,Negative,FALSE,noisy,synthetic_wongnai_like_hard,th
a1d4e918-623e-4a1a-bf92-d29db2f03d97,"สั่งสเต๊กแบบนั่งชิลจากร้านอาหารใต้. รอไม่นาน / รสชาติดีมาก / ดูแลดี / ร้านน่านั่ง / ที่จอดสะดวก. คนกำลังพอดี, ราคาแพง, ความเร็วช้า, หาที่จอดยาก. ซ้ำได้ 👍",อาหารใต้,5,Positive,FALSE,noisy,synthetic_wongnai_like_hard,th
5c181ca3-7db5-4886-9d59-7199bbf92a0e,มาลองอาหารใต้ร้านนี้ตอนมื้อเช้า. ห้องน้ำควรปรับปรุง / รอพอสมควร แต่ก็ ต้องวนหานิดนึง / เสียงดัง. ถ้าผ่านแถวนี้ค่อยแวะ!,อาหารใต้,3,Neutral,FALSE,noisy,synthetic_wongnai_like_hard,th
047331cb-44ae-4b49-b81c-6fb27aa8f3e4,"สั่งก๋วยเตี๋ยวเรือแบบมื้อเช้าจากร้านอาหารตามสั่ง. เรียกยาก / พื้นเลอะ แต่ จืดไปหน่อย. คนไม่ค่อยมีคน, ราคาแพง, ความเร็วปกติ, หาที่จอดยาก. ไม่น่าซ้ำ",อาหารตามสั่ง,2,Negative,FALSE,clean,synthetic_wongnai_like_hard,th
c2264b98-fdbf-4dbb-a8ab-cf18e4026e92,"ไม่ถึงกับว้าว แวะมากินก๋วยเตี๋ยวเรือที่ร้านชาบู/ปิ้งย่าง. ได้อาหารเร็ว / หน้าเครียดๆ แต่อย่างนึง ไม่ค่อยสะอาด / อึดอัด / หาที่จอดยาก. คนกำลังพอดี, ราคาค่อนข้างแพง, ความเร็วปกติ, หาที่จอดยาก. หวังว่าจะปรับปรุงนะ 🤦",ชาบู/ปิ้งย่าง,2,Negative,FALSE,noisy,synthetic_wongnai_like_hard,th
38360934-6961-4098-8609-1b45a010cb78,"สั่งชาบูแบบของหวานจากร้านเครื่องดื่ม. อร่อยกำลังดี / พอรับได้ / รอพอสมควร / ดูแลดี. คนไม่ค่อยมีคน, ราคาแพง, ความเร็วปกติ, จอดริมทางได้. แนะนำเลย ✨",เครื่องดื่ม,5,Positive,FALSE,noisy,synthetic_wongnai_like_hard,th
b1b652eb-2473-4e63-9459-91ca2e749fe0,ไม่ได้แย่เลยนะ (แต่...) มาลองอาหารใต้ร้านนี้ตอนเดลิเวอรี่. ไม่ได้แย่ / บรรยากาศดี / หอมดี / ปริมาณน้อยไปหน่อย. ซ้ำได้ ✨,อาหารใต้,4,Positive,FALSE,noisy,synthetic_wongnai_like_hard,th
47940fc8-8880-4f04-b26c-943a0db90c58,"สั่งเค้กแบบมื้อเที่ยงจากร้านอาหารจีน. กลมกล่อม / ดูแลดี แต่อย่างนึง คุ้มกับปริมาณ / ตกแต่งสวย / ร้านสะอาด. คนกำลังพอดี, ราคาถูก, ความเร็วปกติ, ที่จอดน้อย. โดยรวมชอบนะ ไว้มาอีก ✨สุดๆ",อาหารจีน,5,Positive,FALSE,noisy,synthetic_wongnai_like_hard,th
97706b76-45e6-4827-bec8-b588af745b20,ไม่ได้แย่เลยนะ (แต่...) มาลองอาหารอีสานร้านนี้ตอนมื้อเย็น. ที่จอดพอมี / ร้านน่านั่ง / รอนานมาก / ราคาคุ้ม. ซ้ำได้,อาหารอีสาน,5,Positive,FALSE,clean,synthetic_wongnai_like_hard,th
0d8deae1-c05b-4df9-b3d5-87e034739753,ไม่แย่นะ มาลองสเต๊กร้านนี้ตอนมื้อเช้า. พนักงานโอเค้ / ได้อาหารเร็ว แต่ก็ ที่จอดสะดวก. โดยรวมชอบนะ ไว้มาอีก ไม่ไหว อะ,สเต๊ก,4,Positive,FALSE,noisy,synthetic_wongnai_like_hard,th
c4dded50-0a83-4195-a431-4813b16a1979,ไม่ได้ดีขนาดนั้น มาลองสเต๊กร้านนี้ตอนนั่งชิล. ไม่ได้ว้าว / หน้าเครียดๆ แต่คือ ราคาโอเค้. แนะนำเลย 👍,สเต๊ก,5,Positive,FALSE,noisy,synthetic_wongnai_like_hard,th
45221205-8294-48e2-8452-909f5164bf06,มาลองอาหารตามสั่งร้านนี้ตอนมื้อเช้า. กลมกล่อม / คุ้มกับปริมาณ แต่ก็ ที่จอดพอมี / แสงดีถ่ายรูปได้. ซ้ำได้,อาหารตามสั่ง,4,Positive,FALSE,noisy,synthetic_wongnai_like_hard,th
158af671-b848-4a16-96e5-25ba0a94b19f,"แวะมากินสเต๊กที่ร้านอาหารจีน. อร่อยกำลังดี / อึดอัด / รอไม่นาน / จอดง่าย / โอเค. คนไม่ค่อยมีคน, ราคาถูก, ความเร็วช้า, จอดริมทางได้. แนะนำเลย standard 😋",อาหารจีน,4,Positive,FALSE,noisy,synthetic_wongnai_like_hard,th
e6d9e01f-0cda-4e6e-b62b-113bb957b7e1,"แวะมากินก๋วยเตี๋ยวเรือที่ร้านชาบู/ปิ้งย่าง. เพลงเพราะ / ร้านสะอาด / ราคาโอเค้. คนคนเยอะ, ราคาถูก, ความเร็วปกติ, มีที่จอด. แนะนำเลย 😋",ชาบู/ปิ้งย่าง,5,Positive,FALSE,noisy,synthetic_wongnai_like_hard,th
5ba60289-c63e-4783-aa17-ca639fb6a373,ไม่ถึงกับว้าว สั่งก๋วยเตี๋ยวเรือแบบมื้อเย็นจากร้านก๋วยเตี๋ยว. ราคาคุ้ม / ทำไว แต่คือ เพลงเพราะ. แนะนำเลย,ก๋วยเตี๋ยว,4,Positive,FALSE,clean,synthetic_wongnai_like_hard,th
ca80e839-83f7-4016-aab0-8ddf44a56c81,ไม่ถึงกับว้าว มาลองสเต๊กร้านนี้ตอนมื้อเช้า. หอมดี / แนะนำเมนูดี / คุ้มกับปริมาณ / ร้านสะอาด / ร้านน่านั่ง. แนะนำเลย ไม่ซ้ำละ 😍ๆๆ,สเต๊ก,5,Positive,FALSE,noisy,synthetic_wongnai_like_hard,th
29b3a1c8-fb2b-4a48-a45b-fdc08679d5e2,สั่งติ่มซำแบบของหวานจากร้านอาหารญี่ปุ่น. ความเร็วปกติ / ดูแลดี แต่ว่า ราคาเฉยๆ / ไม่ได้พิเศษ / ห้องน้ำโอเค้. โดยรวมชอบนะ ไว้มาอีก 😍,อาหารญี่ปุ่น,4,Positive,FALSE,noisy,synthetic_wongnai_like_hard,th
eaf2c763-6635-49ee-8ba4-4794448f2f61,สุดยอดเรยค่ะ สั่งสเต๊กแบบนั่งชิลจากร้านอาหารญี่ปุ่น. โอเค้ / ที่จอดสะดวก / แสงดีถ่ายรูปได้ / พูดจาดี. แนะนำเรย แหละ,อาหารญี่ปุ่น,5,Positive,TRUE,noisy,synthetic_wongnai_like_hard,th
6f868d55-7868-40ea-8329-c7f79b41c3fc,"ไม่แย่นะ แวะมากินส้มตำที่ร้านเครื่องดื่ม. ช้า / โต๊ะเหนียว / ก็ตามมาตรฐาน / ร้อน. คนกำลังพอดี, ราคาค่อนข้างแพง, ความเร็วช้า, ที่จอดน้อย. รวมๆไม่ผ่าน",เครื่องดื่ม,1,Negative,FALSE,clean,synthetic_wongnai_like_hard,th
ee027ca8-5d43-4f83-817d-bbdaed7ed2ef,มาลองเครื่องดื่มร้านนี้ตอนมื้อเย็น. ปริมาณน้อยไปหน่อย / ไม่ค่อยสะอาด แต่คือ โอเค. โดยรวมก็โอเค,เครื่องดื่ม,3,Neutral,FALSE,clean,synthetic_wongnai_like_hard,th
aa60371e-a819-4fbc-8a86-2772caa2129d,"แวะมากินหมูกรอบที่ร้านอาหารใต้. ราคาคุ้ม / รับได้ / ไม่ได้พิเศษ / พูดจาดี. คนคนเยอะ, ราคากลางๆ, ความเร็วช้า, มีที่จอด. ถ้าผ่านแถวนี้ค่อยแวะ",อาหารใต้,3,Neutral,FALSE,clean,synthetic_wongnai_like_hard,th
4f6da73d-8a06-481e-88fd-9329b0150857,ไม่ได้ดีขนาดนั้น มาลองชาบู/ปิ้งย่างร้านนี้ตอนของหวาน. ดีเลย์ / เหมือนทำรีบๆ / แนะนำเมนูดี / ปริมาณน้อยไปหน่อย / ตกแต่งสวย. ไม่น่าซ้ำ ก็ได้อยู่ fail,ชาบู/ปิ้งย่าง,2,Negative,FALSE,noisy,synthetic_wongnai_like_hard,th
6508c558-f075-4ac7-9715-d819021da8ad,สั่งชานมแบบมื้อเช้าจากร้านอาหารญี่ปุ่น. จืดไปหน่อย / แพงเกิน / โอเคนะ / ได้อาหารเร็ว / พนักงานโอเค. ถ้าผ่านแถวนี้ค่อยแวะ 🙂,อาหารญี่ปุ่น,3,Neutral,FALSE,noisy,synthetic_wongnai_like_hard,th
48c24050-8b01-4ab7-81a5-01046c1f1462,"มาลองคาเฟ่ร้านนี้ตอนของหวาน. พนักงานโอเค / กลิ่นแรงไป / ดีเรย์ / จอดลำบาก / ไม่ค่อยสะอาด. คนกำลังพอดี, ราคากลางๆ, ความเร็วปกติ, จอดริมทางได้. ไม่น่าซ้ำ งงมาก 😤",คาเฟ่,2,Negative,FALSE,noisy,synthetic_wongnai_like_hard,th
f896648f-0629-47fa-8840-3e1c0572a538,wow เก่งจัง ไม่ค่อยโอเคเท่าไร สั่งปิ้งย่างแบบมื้อเย็นจากร้านคาเฟ่. ก็ตามมาตรฐาน / ไม่ได้แย่ แต่ก็ ไม่ได้พิเศษ / ที่จอดสะดวก. ผ่านได้อยู่,คาเฟ่,3,Neutral,TRUE,clean,synthetic_wongnai_like_hard,th
db9ad6a8-8c16-47e0-a3c6-6ec8f796d5c0,"แวะมากินชาบูที่ร้านอาหารจีน. โอเคนะ / ทำไว แต่ แพงเกิน / พูดจาดี. คนคนเยอะ, ราคาถูก, ความเร็วปกติ, จอดริมทางได้. โดยรวมชอบนะ ไว้มาอีก ก็ได้อยู่ 👍",อาหารจีน,4,Positive,FALSE,noisy,synthetic_wongnai_like_hard,th
3ebdbeeb-a36b-42d2-a447-addde3a6a7c1,สั่งกาแฟแบบมื้อเย็นจากร้านอาหารจีน. บริการดี / ต้องวนหานิดนึง / หอมดี. โดยรวมชอบนะ ไว้มาอีก ไม่ไหว นะ,อาหารจีน,4,Positive,FALSE,noisy,synthetic_wongnai_like_hard,th
fad96d78-0f28-498a-99a7-842582179cc0,แวะมากินติ่มซำที่ร้านเครื่องดื่ม. โอเค / ไม่ได้พิเศษ แต่ รสชาติดีมาก. แนะนำเลย,เครื่องดื่ม,4,Positive,FALSE,clean,synthetic_wongnai_like_hard,th
fabd1dad-177c-46eb-a7d7-bbd569949137,"ม่ายด้ายแย่แต่ก็ม่ายด้ายปัง มาลองสเต๊กร้านนี้ตอนมื้อเที่ยง. ความเร็วปกติ / ที่จอดสะดวก แต่ก็ พื้นเลอะ / ม่ายด้ายดีไม่แย่. คนกำลังพอดี, ราคาถูก, ความเร็วช้า, จอดริมทางได้. โดยรวมก็โอเค 🤔",สเต๊ก,3,Neutral,FALSE,noisy,synthetic_wongnai_like_hard,th
73f10630-2521-46d2-9e36-b71e00c74782,ประทับใจมากกก (ประชด) แวะมากินชานมที่ร้านอาหารตามสั่ง. พอรับได้ / พื้นเลอะ แต่อย่างนึง เสิร์ฟไว / อึดอัด. ผ่านได้อยู่ นะ 😊,อาหารตามสั่ง,3,Neutral,TRUE,noisy,synthetic_wongnai_like_hard,th
751c3c81-5a62-4ab8-8b1b-5ac4323be81b,"ไม่ได้ดีขนาดนั้น สั่งปิ้งย่างแบบของหวานจากร้านอาหารใต้. มีโปร / โต๊ะสะอาด แต่อย่างนึง มาตรฐาน / ไม่ได้ช้า. คนคนเยอะ, ราคาแพง, ความเร็วช้า, หาที่จอดยาก. ซ้ำได้ โอเคอยู่ standard 😋",อาหารใต้,5,Positive,FALSE,noisy,synthetic_wongnai_like_hard,th
680aab0a-4c3a-4332-a91a-857b96949e4c,ไม่ได้แย่แต่ก็ไม่ได้ปัง สั่งชานมแบบเดลิเวอรี่จากร้านอาหารญี่ปุ่น. ได้อาหารเร็ว / ที่จอดสะดวก / บรรยากาศทั่วไป / ไม่แพง / อาหย่อยกำลังดี. โดยรวมชอบนะ ไว้มาอีก 👍สุดๆ,อาหารญี่ปุ่น,4,Positive,FALSE,noisy,synthetic_wongnai_like_hard,th
4ea8d61c-a4fe-4503-9334-5b0c0ea927e0,"ไม่ได้แย่เลยนะ (แต่...) สั่งก๋วยเตี๋ยวเรือแบบมื้อเช้าจากร้านอาหารญี่ปุ่น. มีที่จอด / เพลงเพราะ แต่คือ พื้นเลอะ / ราคาคุ้ม. คนคนเยอะ, ราคาถูก, ความเร็วช้า, จอดริมทางได้. โดยรวมชอบนะ ไว้มาอีก wow",อาหารญี่ปุ่น,4,Positive,FALSE,noisy,synthetic_wongnai_like_hard,th
fceb7254-1033-4fa2-9d4e-87fba1aaac18,"สั่งส้มตำแบบนั่งชิลจากร้านอาหารจีน. ไม่คุ้ม / ช้า แต่ว่า บรรยากาศดี. คนไม่ค่อยมีคน, ราคาค่อนข้างแพง, ความเร็วช้า, จอดริมทางได้. ถ้าผ่านแถวนี้ค่อยแวะ",อาหารจีน,3,Neutral,FALSE,clean,synthetic_wongnai_like_hard,th
b868db93-c8a4-4d8e-978b-51785a848466,แวะมากินหมูกรอบที่ร้านอาหารจีน. ราคาแรงไป / ความเร็วปกติ / พนักงานน่ารัก / ดูแลดี. โดยรวมชอบนะ ไว้มาอีก,อาหารจีน,5,Positive,FALSE,clean,synthetic_wongnai_like_hard,th
d32ff6ae-c4fe-475c-ac93-f9ecfb103ffa,"มาลองอาหารใต้ร้านนี้ตอนเดลิเวอรี่. กลิ่นแรงไป / ความสะอาดพอใช้ / ความเร็วปกติ. คนคนเยอะ, ราคาถูก, ความเร็วปกติ, จอดริมทางได้. ผ่านได้อยู่ อะ 🫠",อาหารใต้,3,Neutral,FALSE,noisy,synthetic_wongnai_like_hard,th
e3f5d377-204a-4f38-88ee-052ff6b7df37,"มาลองก๋วยเตี๋ยวร้านนี้ตอนของหวาน. ไม่แพง / จอดง่าย / ร้านน่านั่ง. คนกำลังพอดี, ราคาค่อนข้างแพง, ความเร็วช้า, ที่จอดน้อย. ซ้ำได้",ก๋วยเตี๋ยว,4,Positive,FALSE,noisy,synthetic_wongnai_like_hard,th
e1c8dd00-5ad4-4634-a026-24c5e7ccbd76,"สั่งผัดกะเพราแบบมื้อเที่ยงจากร้านอาหารใต้. เหมือนทำรีบๆ / ไม่ได้พิเศษ / ต้องวนหานิดนึง / ดูแลดี. คนกำลังพอดี, ราคาค่อนข้างแพง, ความเร็วปกติ, ที่จอดน้อย. ซ้ำได้",อาหารใต้,5,Positive,FALSE,noisy,synthetic_wongnai_like_hard,th
b6110565-d06b-4524-9e69-c4b958e05b5a,"ดีมากกกเรยนะ สั่งหมูกรอบแบบมื้อเที่ยงจากร้านคาเฟ่. ห้องน้ำโอเค / ราคาเฉยๆ ทว่า ม่ายด้ายดีไม่แย่ / หอมดี / รอนานมาก. คนคนเยอะ, ราคาค่อนข้างแพง, ความเร็วปกติ, ที่จอดน้อย. แนะนำเรย",คาเฟ่,4,Positive,TRUE,noisy,synthetic_wongnai_like_hard,th
fcb14e20-651c-462e-b93e-64f5641ec2a1,"แวะมากินส้มตำที่ร้านสเต๊ก. ร้านน่านั่ง / ความสะอาดพอใช้ แต่ แนะนำเมนูดี / รสชาติกลางๆ / รอไม่นาน. คนกำลังพอดี, ราคาค่อนข้างแพง, ความเร็วช้า, ที่จอดน้อย. แนะนำเลย",สเต๊ก,4,Positive,FALSE,noisy,synthetic_wongnai_like_hard,th
781b519f-9b93-432c-b6c0-174f56e302ea,"มาลองอาหารญี่ปุ่นร้านนี้ตอนมื้อเย็น. รอไม่นาน / ร้านสะอาด / จอดลำบาก. คนม่ายค่อยมีคน, ราคากลางๆ, ความเร็วปกติ, จอดริมทางได้. โดยรวมชอบนะ ไว้มาอีก 🥲ๆๆ",อาหารญี่ปุ่น,4,Positive,FALSE,noisy,synthetic_wongnai_like_hard,th
a4b0180c-dbbf-4f48-930f-95acedddf42a,มาลองเบเกอรี่ร้านนี้ตอนมื้อเย็น. มีที่จอด / หอมดี แต่ก็ โอเคนะ. แนะนำเลย แหละ 😋,เบเกอรี่,5,Positive,FALSE,noisy,synthetic_wongnai_like_hard,th
354e3f22-0122-45c8-aad2-379582d1ff7d,มาลองเครื่องดื่มร้านนี้ตอนมื้อเย็น. ดูแลดี / รสชาติดีมาก / พูดจาดี / ได้อาหารเร็ว / ไม่แพง. แนะนำเรย แหละ 😋,เครื่องดื่ม,5,Positive,FALSE,noisy,synthetic_wongnai_like_hard,th
a032358c-d3d2-4c38-b8fa-3cae544f9f5a,"แวะมากินผัดกะเพราที่ร้านอาหารตามสั่ง. หาที่จอดยาก / รสชาติดีมาก แต่ พนักงานน่ารัก / พอรับได้. คนม่ายค่อยมีคน, ราคาค่อนข้างแพง, ความเร็วเร็ว, ที่จอดน้อย. โดยรวมก็โอเค งงมาก vibe 😐",อาหารตามสั่ง,3,Neutral,FALSE,noisy,synthetic_wongnai_like_hard,th
addfe749-7347-4400-aa7e-fc0c61ce0fc2,"ไม่ถึงกับว้าว สั่งสเต๊กแบบมื้อเที่ยงจากร้านสเต๊ก. เหมือนทำรีบๆ / ทำไว แต่ว่า ความสะอาดพอใช้ / สื่อสารงงๆ. คนไม่ค่อยมีคน, ราคากลางๆ, ความเร็วปกติ, จอดริมทางได้. ไม่น่าซ้ำ 🤦!!",สเต๊ก,1,Negative,FALSE,noisy,synthetic_wongnai_like_hard,th
ed285b6e-b7d3-4bb7-b0a3-8d166bac1c93,สั่งเค้กแบบมื้อเที่ยงจากร้านอาหารญี่ปุ่น. ห้องน้ำโอเค / พอรับได้ แต่คือ รอไม่นาน / มีที่จอด / บรรยากาศทั่วไป. ถ้าผ่านแถวนี้ค่อยแวะ,อาหารญี่ปุ่น,3,Neutral,FALSE,noisy,synthetic_wongnai_like_hard,th
